,fandom,count,type,href
3677,Macross 7,44,anime,/anime/Macross-7/
3678,Firebringer Trilogy,44,book,/book/Firebringer-Trilogy/
3679,Clamp School Detectives/CLAMP学園探偵団,44,anime,/anime/Clamp-School-Detectives-CLAMP%E5%AD%A6%E5%9C%92%E6%8E%A2%E5%81%B5%E5%9B%A3/
3680,Tokyo Crazy Paradise,44,anime,/anime/Tokyo-Crazy-Paradise/
3681,Generator Gawl,44,anime,/anime/Generator-Gawl/
3682,Kishin Dōji Zenki/鬼神童子ＺＥＮＫＩ,44,anime,/anime/Kishin-D%C5%8Dji-Zenki-%E9%AC%BC%E7%A5%9E%E7%AB%A5%E5%AD%90%EF%BC%BA%EF%BC%A5%EF%BC%AE%EF%BC%AB%EF%BC%A9/
3683,Criminal Case,43,game,/game/Criminal-Case/
3684,Icemark Chronicles,43,book,/book/Icemark-Chronicles/
3685,Rhapsody Trilogy,43,book,/book/Rhapsody-Trilogy/
3686,As I Lay Dying,43,book,/book/As-I-Lay-Dying/
3687,Infinite Undiscovery,43,game,/game/Infinite-Undiscovery/
3688,Wolfenstein series,43,game,/game/Wolfenstein-series/
3689,Dungeon Fighter Online/던전앤파이터,43,game,/game/Dungeon-Fighter-Online-%EB%8D%98%EC%A0%84%EC%95%A4%ED%8C%8C%EC%9D%B4%ED%84%B0/
3690,Shaun of the Dead,43,movie,/movie/Shaun-of-the-Dead/
3691,Big Bad Beetleborgs Metallix,43,tv,/tv/Big-Bad-Beetleborgs-Metallix/
3692,Courageous,43,movie,/movie/Courageous/
3693,Witchblade,43,anime,/anime/Witchblade/
3694,Muhyo & Roji,43,anime,/anime/Muhyo-Roji/
3695,Izetta: The Last Witch/終末のイゼッタ,43,anime,/anime/Izetta-The-Last-Witch-%E7%B5%82%E6%9C%AB%E3%81%AE%E3%82%A4%E3%82%BC%E3%83%83%E3%82%BF/
3696,Working!!/ワーキング!!,43,anime,/anime/Working-%E3%83%AF%E3%83%BC%E3%82%AD%E3%83%B3%E3%82%B0/
3697,Morose Mononokean/不機嫌なモノノケ庵,43,anime,/anime/Morose-Mononokean-%E4%B8%8D%E6%A9%9F%E5%AB%8C%E3%81%AA%E3%83%A2%E3%83%8E%E3%83%8E%E3%82%B1%E5%BA%B5/
3698,Flying Doctors,43,tv,/tv/Flying-Doctors/
3699,Princess Returning Pearl/還珠格格,43,tv,/tv/Princess-Returning-Pearl-%E9%82%84%E7%8F%A0%E6%A0%BC%E6%A0%BC/
3700,Servants,43,tv,/tv/Servants/
3701,Expanse,43,tv,/tv/Expanse/
3702,Big Love,43,tv,/tv/Big-Love/
3703,Black Mirror,43,tv,/tv/Black-Mirror/
3704,Special Unit 2,43,tv,/tv/Special-Unit-2/
3705,Cats & Dogs,43,movie,/movie/Cats-Dogs/
3706,Australia,43,movie,/movie/Australia/
3707,Talented Mr Ripley,43,movie,/movie/Talented-Mr-Ripley/
3708,Gone In 60 Seconds,43,movie,/movie/Gone-In-60-Seconds/
3709,Twister,43,movie,/movie/Twister/
3710,Stargate,43,movie,/movie/Stargate/
3711,Atlantis: The Lost Empire,42,movie,/movie/Atlantis-The-Lost-Empire/
3712,Cats Don\'t Dance,42,movie,/movie/Cats-Don-t-Dance/
3713,Dark Parables,42,game,/game/Dark-Parables/
3714,Freelancer,42,game,/game/Freelancer/
3715,Transistor,42,game,/game/Transistor/
3716,Bloody Jack Adventures,42,book,/book/Bloody-Jack-Adventures/
3717,Supernaturalist,42,book,/book/Supernaturalist/
3718,Total Annihilation,42,game,/game/Total-Annihilation/
3719,Time Crisis series,42,game,/game/Time-Crisis-series/
3720,Cloud Atlas,42,movie,/movie/Cloud-Atlas/
3721,Buckaroo Banzai,42,movie,/movie/Buckaroo-Banzai/
3722,Crows ZERO/クローズZERO,42,movie,/movie/Crows-ZERO-%E3%82%AF%E3%83%AD%E3%83%BC%E3%82%BAZERO/
3723,"Wolfman, 2010",42,movie,/movie/Wolfman-2010/
3724,Mortal Engines Quartet,42,book,/book/Mortal-Engines-Quartet/
3725,Conan series,42,book,/book/Conan-series/
3726,Along for the Ride,42,book,/book/Along-for-the-Ride/
3727,Gangs of New York,42,movie,/movie/Gangs-of-New-York/
3728,Only Lovers Left Alive,42,movie,/movie/Only-Lovers-Left-Alive/
3729,Cursed,42,movie,/movie/Cursed/
3730,Scrapped Princess,42,anime,/anime/Scrapped-Princess/
3731,What I Like About You,42,tv,/tv/What-I-Like-About-You/
3732,Kaiji,42,anime,/anime/Kaiji/
3733,Life and Times of Juniper Lee,42,cartoon,/cartoon/Life-and-Times-of-Juniper-Lee/
3734,Othello,42,play,/play/Othello/
3735,Gunnerkrigg Court,42,comic,/comic/Gunnerkrigg-Court/
3736,Please Teacher!,42,anime,/anime/Please-Teacher/
3737,Black Sheep Squadron/Baa Baa Black Sheep,42,tv,/tv/Black-Sheep-Squadron-Baa-Baa-Black-Sheep/
3738,Designing Women,42,tv,/tv/Designing-Women/
3739,Green Hornet,42,tv,/tv/Green-Hornet/
3740,Knightmare,42,tv,/tv/Knightmare/
3741,Hana Yori Dango/花より男子,42,tv,/tv/Hana-Yori-Dango-%E8%8A%B1%E3%82%88%E3%82%8A%E7%94%B7%E5%AD%90/
3742,Lost In Austen,42,tv,/tv/Lost-In-Austen/
3743,Dex Hamilton,42,cartoon,/cartoon/Dex-Hamilton/
3744,Zombie Powder,42,anime,/anime/Zombie-Powder/
3745,Dinosaur Train,42,cartoon,/cartoon/Dinosaur-Train/
3746,Phantom ~Requiem for the Phantom~,42,anime,/anime/Phantom-Requiem-for-the-Phantom/
3747,Albert the Fifth Musketeer,42,cartoon,/cartoon/Albert-the-Fifth-Musketeer/
3748,Addams Family,41,cartoon,/cartoon/Addams-Family/
3749,LEGO Nexo Knights,41,cartoon,/cartoon/LEGO-Nexo-Knights/
3750,Snorks,41,cartoon,/cartoon/Snorks/
3751,Top Cat,41,cartoon,/cartoon/Top-Cat/
3752,Prey,41,tv,/tv/Prey/
3753,El ministerio del tiempo,41,tv,/tv/El-ministerio-del-tiempo/
3754,Siren,41,tv,/tv/Siren/
3755,Grace and Frankie,41,tv,/tv/Grace-and-Frankie/
3756,Aaron Stone,41,tv,/tv/Aaron-Stone/
3757,Unforgettable,41,tv,/tv/Unforgettable/
3758,Cranford,41,tv,/tv/Cranford/
3759,Zoophobia,41,comic,/comic/Zoophobia/
3760,Bizenghast,41,comic,/comic/Bizenghast/
3761,Luther,41,tv,/tv/Luther/
3762,Harvey Street Kids,41,cartoon,/cartoon/Harvey-Street-Kids/
3763,Delilah and Julius,41,cartoon,/cartoon/Delilah-and-Julius/
3764,Party Of Five,41,tv,/tv/Party-Of-Five/
3765,Transformice,41,game,/game/Transformice/
3766,Killer Instinct,41,game,/game/Killer-Instinct/
3767,Flight Rising,41,game,/game/Flight-Rising/
3768,This Means War,41,movie,/movie/This-Means-War/
3769,ClassicaLoid/クラシカロイド,41,anime,/anime/ClassicaLoid-%E3%82%AF%E3%83%A9%E3%82%B7%E3%82%AB%E3%83%AD%E3%82%A4%E3%83%89/
3770,Jormungand/ヨルムンガンド,41,anime,/anime/Jormungand-%E3%83%A8%E3%83%AB%E3%83%A0%E3%83%B3%E3%82%AC%E3%83%B3%E3%83%89/
3771,My Neighbor Totoro/となりのトトロ,41,anime,/anime/My-Neighbor-Totoro-%E3%81%A8%E3%81%AA%E3%82%8A%E3%81%AE%E3%83%88%E3%83%88%E3%83%AD/
3772,Tamako Market/たまこまーけっと,41,anime,/anime/Tamako-Market-%E3%81%9F%E3%81%BE%E3%81%93%E3%81%BE%E3%83%BC%E3%81%91%E3%81%A3%E3%81%A8/
3773,Karakai Jouzu no Takagi-san,41,anime,/anime/Karakai-Jouzu-no-Takagi-san/
3774,Longest Journey,41,game,/game/Longest-Journey/
3775,Shining,41,book,/book/Shining/
3776,Neverending Story,41,book,/book/Neverending-Story/
3777,Teen Idol,41,book,/book/Teen-Idol/
3778,"Halo, Alexandra Adornetto",41,book,/book/Halo-Alexandra-Adornetto/
3779,OneShot,41,game,/game/OneShot/
3780,Big Bang,41,play,/play/Big-Bang/
3781,Forest of Drizzling Rain,41,game,/game/Forest-of-Drizzling-Rain/
3782,God Eater,41,game,/game/God-Eater/
3783,My Sweet Bodyguard,41,game,/game/My-Sweet-Bodyguard/
3784,Kingdoms of Amalur,41,game,/game/Kingdoms-of-Amalur/
3785,Legend of the Five Rings,41,game,/game/Legend-of-the-Five-Rings/
3786,Marvel Zombies,40,comic,/comic/Marvel-Zombies/
3787,Princess Nine,40,anime,/anime/Princess-Nine/
3788,Hearts of Iron,40,game,/game/Hearts-of-Iron/
3789,A Witch\'s Tale,40,game,/game/A-Witch-s-Tale/
3790,Les Légendaires,40,comic,/comic/Les-L%C3%A9gendaires/
3791,Project DIVA,40,game,/game/Project-DIVA/
3792,Air,40,game,/game/Air/
3793,Miss Saigon,40,play,/play/Miss-Saigon/
3794,Aida,40,play,/play/Aida/
3795,Aquabats! Super Show!,40,tv,/tv/Aquabats-Super-Show/
3796,No Rest for the Wicked,40,comic,/comic/No-Rest-for-the-Wicked/
3797,Video Game High School,40,tv,/tv/Video-Game-High-School/
3798,Animal Kingdom,40,tv,/tv/Animal-Kingdom/
3799,Taboo,40,tv,/tv/Taboo/
3800,Virginian,40,tv,/tv/Virginian/
3801,Atonement,40,movie,/movie/Atonement/
3802,Shadow and Bone,40,tv,/tv/Shadow-and-Bone/
3803,Queen\'s Gambit,40,tv,/tv/Queen-s-Gambit/
3804,Felicity,40,tv,/tv/Felicity/
3805,Cold Mountain,40,movie,/movie/Cold-Mountain/
3806,Cyberbully,40,movie,/movie/Cyberbully/
3807,Miss Congeniality,40,movie,/movie/Miss-Congeniality/
3808,Vinland Saga/ヴィンランド・サガ,40,anime,/anime/Vinland-Saga-%E3%83%B4%E3%82%A3%E3%83%B3%E3%83%A9%E3%83%B3%E3%83%89-%E3%82%B5%E3%82%AC/
3809,Bucky O\'Hare and the Toad Wars,40,cartoon,/cartoon/Bucky-O-Hare-and-the-Toad-Wars/
3810,Utawarerumono,40,anime,/anime/Utawarerumono/
3811,Kakuriyo no Yadomeshi/かくりよの宿飯,40,anime,/anime/Kakuriyo-no-Yadomeshi-%E3%81%8B%E3%81%8F%E3%82%8A%E3%82%88%E3%81%AE%E5%AE%BF%E9%A3%AF/
3812,Megan Meade\'s Guide to the McGowan Boys,40,book,/book/Megan-Meade-s-Guide-to-the-McGowan-Boys/
3813,Peter Wimsey,40,book,/book/Peter-Wimsey/
3814,Seventh Tower,40,book,/book/Seventh-Tower/
3815,Brave New World,40,book,/book/Brave-New-World/
3816,Wereworld,40,book,/book/Wereworld/
3817,Switch/スイッチ,40,anime,/anime/Switch-%E3%82%B9%E3%82%A4%E3%83%83%E3%83%81/
3818,"Need, Carrie Jones",40,book,/book/Need-Carrie-Jones/
3819,Matilda,40,movie,/movie/Matilda/
3820,Project A-Ko,40,anime,/anime/Project-A-Ko/
3821,Bookmark of Demise Project /終焉ノ栞プロジェク,40,anime,/anime/Bookmark-of-Demise-Project-%E7%B5%82%E7%84%89%E3%83%8E%E6%A0%9E%E3%83%97%E3%83%AD%E3%82%B8%E3%82%A7%E3%82%AF/
3822,Never Back Down,40,movie,/movie/Never-Back-Down/
3823,Sister Princess,39,anime,/anime/Sister-Princess/
3824,Kipo and the Age of Wonderbeasts,39,cartoon,/cartoon/Kipo-and-the-Age-of-Wonderbeasts/
3825,Fat Albert,39,cartoon,/cartoon/Fat-Albert/
3826,Pathfinder RPG,39,game,/game/Pathfinder-RPG/
3827,After School Nightmare,39,anime,/anime/After-School-Nightmare/
3828,White Queen,39,tv,/tv/White-Queen/
3829,Sungkyunkwan Scandal/성균관 스캔들,39,tv,/tv/Sungkyunkwan-Scandal-%EC%84%B1%EA%B7%A0%EA%B4%80-%EC%8A%A4%EC%BA%94%EB%93%A4/
3830,1001 Knights/ナイツ,39,anime,/anime/1001-Knights-%E3%83%8A%E3%82%A4%E3%83%84/
3831,Madlax,39,anime,/anime/Madlax/
3832,All In The Family,39,tv,/tv/All-In-The-Family/
3833,Style Savvy,39,game,/game/Style-Savvy/
3834,Outer Limits,39,tv,/tv/Outer-Limits/
3835,Hakkenden: Eight Dogs of the East/八犬伝 ―東方八犬異聞,39,anime,/anime/Hakkenden-Eight-Dogs-of-the-East-%E5%85%AB%E7%8A%AC%E4%BC%9D-%E6%9D%B1%E6%96%B9%E5%85%AB%E7%8A%AC%E7%95%B0%E8%81%9E/
3836,Dance In The Vampire Bund/ダンスインザヴァンパイアバンド,39,anime,/anime/Dance-In-The-Vampire-Bund-%E3%83%80%E3%83%B3%E3%82%B9%E3%82%A4%E3%83%B3%E3%82%B6%E3%83%B4%E3%82%A1%E3%83%B3%E3%83%91%E3%82%A4%E3%82%A2%E3%83%90%E3%83%B3%E3%83%89/
3837,Vampire Doll,39,anime,/anime/Vampire-Doll/
3838,Nobunagun/ノブナガン,39,anime,/anime/Nobunagun-%E3%83%8E%E3%83%96%E3%83%8A%E3%82%AC%E3%83%B3/
3839,Strike the Blood/ストライク・ザ・ブラッド,39,anime,/anime/Strike-the-Blood-%E3%82%B9%E3%83%88%E3%83%A9%E3%82%A4%E3%82%AF-%E3%82%B6-%E3%83%96%E3%83%A9%E3%83%83%E3%83%89/
3840,Resurrection,39,tv,/tv/Resurrection/
3841,Spriggan,39,anime,/anime/Spriggan/
3842,Margaret Peterson Haddix,39,book,/book/Margaret-Peterson-Haddix/
3843,I Know What You Did Last Summer,39,movie,/movie/I-Know-What-You-Did-Last-Summer/
3844,American Outlaws,39,movie,/movie/American-Outlaws/
3845,Demon\'s Lexicon,39,book,/book/Demon-s-Lexicon/
3846,Wind On Fire,39,book,/book/Wind-On-Fire/
3847,Jurassic Park,39,book,/book/Jurassic-Park/
3848,Emperor\'s New Groove,39,movie,/movie/Emperor-s-New-Groove/
3849,"Robin Hood, 2010",39,movie,/movie/Robin-Hood-2010/
3850,Ravenloft,39,book,/book/Ravenloft/
3851,Raid: Redemption/Serbuan maut,39,movie,/movie/Raid-Redemption-Serbuan-maut/
3852,"Across the Universe, Beth Revis",39,book,/book/Across-the-Universe-Beth-Revis/
3853,Mandie series,39,book,/book/Mandie-series/
3854,Elephant Princess,39,tv,/tv/Elephant-Princess/
3855,Mr Selfridge,39,tv,/tv/Mr-Selfridge/
3856,Captive Prince Trilogy,39,book,/book/Captive-Prince-Trilogy/
3857,4:Play,39,book,/book/4-Play/
3858,Lollipop Chainsaw,38,game,/game/Lollipop-Chainsaw/
3859,Last Samurai,38,movie,/movie/Last-Samurai/
3860,Call Me by Your Name,38,book,/book/Call-Me-by-Your-Name/
3861,Land of Stories,38,book,/book/Land-of-Stories/
3862,Dreamland,38,book,/book/Dreamland/
3863,Wolf Girl and Black Prince/オオカミ少女と黒王子,38,anime,/anime/Wolf-Girl-and-Black-Prince-%E3%82%AA%E3%82%AA%E3%82%AB%E3%83%9F%E5%B0%91%E5%A5%B3%E3%81%A8%E9%BB%92%E7%8E%8B%E5%AD%90/
3864,Glory,38,movie,/movie/Glory/
3865,"Robin Hood, 1973",38,movie,/movie/Robin-Hood-1973/
3866,"Boy, 2016",38,movie,/movie/Boy-2016/
3867,Public Enemies,38,movie,/movie/Public-Enemies/
3868,Shadow of Destiny,38,game,/game/Shadow-of-Destiny/
3869,Folk of the Air series,38,book,/book/Folk-of-the-Air-series/
3870,十全九美,38,movie,/movie/%E5%8D%81%E5%85%A8%E4%B9%9D%E7%BE%8E/
3871,Soul Blazer Series,38,game,/game/Soul-Blazer-Series/
3872,Mr. Love: Queen\'s Choice,38,game,/game/Mr-Love-Queen-s-Choice/
3873,Alien: Isolation,38,game,/game/Alien-Isolation/
3874,Midori Days,38,anime,/anime/Midori-Days/
3875,League of Super Evil,38,cartoon,/cartoon/League-of-Super-Evil/
3876,A Need So Beautiful,38,book,/book/A-Need-So-Beautiful/
3877,Flander\'s Company,38,tv,/tv/Flander-s-Company/
3878,Taimanin Asagi,38,anime,/anime/Taimanin-Asagi/
3879,Hayate x Blade/はやて×ブレード,38,anime,/anime/Hayate-x-Blade-%E3%81%AF%E3%82%84%E3%81%A6-%E3%83%96%E3%83%AC%E3%83%BC%E3%83%89/
3880,Mahou Tsukai Tai,38,anime,/anime/Mahou-Tsukai-Tai/
3881,Paranatural,38,comic,/comic/Paranatural/
3882,West Side Story,38,play,/play/West-Side-Story/
3883,Truman Show,38,movie,/movie/Truman-Show/
3884,Shape of Water,38,movie,/movie/Shape-of-Water/
3885,Largo Winch,38,tv,/tv/Largo-Winch/
3886,Ghosts,38,tv,/tv/Ghosts/
3887,Lonesome Dove,38,tv,/tv/Lonesome-Dove/
3888,Americans,38,tv,/tv/Americans/
3889,X Company,38,tv,/tv/X-Company/
3890,Clifford the Big Red Dog,38,cartoon,/cartoon/Clifford-the-Big-Red-Dog/
3891,Dans une galaxie près de chez vous,38,tv,/tv/Dans-une-galaxie-pr%C3%A8s-de-chez-vous/
3892,Primeval: New World,38,tv,/tv/Primeval-New-World/
3893,About a Boy,38,tv,/tv/About-a-Boy/
3894,Absolutely Fabulous,38,tv,/tv/Absolutely-Fabulous/
3895,Ed,38,tv,/tv/Ed/
3896,Eli Stone,38,tv,/tv/Eli-Stone/
3897,Threshold,38,tv,/tv/Threshold/
3898,Stargirl,38,tv,/tv/Stargirl/
3899,TUGS,38,cartoon,/cartoon/TUGS/
3900,Johnny Bravo,38,cartoon,/cartoon/Johnny-Bravo/
3901,Tudor series,38,book,/book/Tudor-series/
3902,3-2-1 Penguins!,37,cartoon,/cartoon/3-2-1-Penguins/
3903,Absentia,37,tv,/tv/Absentia/
3904,Mixels,37,cartoon,/cartoon/Mixels/
3905,"Schooled, 2019",37,tv,/tv/Schooled-2019/
3906,Dream High/드림하이,37,tv,/tv/Dream-High-%EB%93%9C%EB%A6%BC%ED%95%98%EC%9D%B4/
3907,Boomtown,37,tv,/tv/Boomtown/
3908,Walker,37,tv,/tv/Walker/
3909,"Defenders, Marvel",37,tv,/tv/Defenders-Marvel/
3910,Hawthorne,37,tv,/tv/Hawthorne/
3911,Off the Map,37,tv,/tv/Off-the-Map/
3912,$#*! My Dad Says,37,tv,/tv/My-Dad-Says/
3913,VIP,37,tv,/tv/VIP/
3914,Paradise,37,tv,/tv/Paradise/
3915,In the heat of the night,37,tv,/tv/In-the-heat-of-the-night/
3916,Uncle Grandpa,37,cartoon,/cartoon/Uncle-Grandpa/
3917,Brigadoon,37,anime,/anime/Brigadoon/
3918,Drop Dead Fred,37,movie,/movie/Drop-Dead-Fred/
3919,Jersey Boys,37,play,/play/Jersey-Boys/
3920,Rock of Ages,37,movie,/movie/Rock-of-Ages/
3921,13th Warrior,37,movie,/movie/13th-Warrior/
3922,Nut Job,37,movie,/movie/Nut-Job/
3923,My Soul to Take,37,movie,/movie/My-Soul-to-Take/
3924,Raya and the Last Dragon,37,movie,/movie/Raya-and-the-Last-Dragon/
3925,Appleseed,37,anime,/anime/Appleseed/
3926,Deemo,37,game,/game/Deemo/
3927,Mercenaries,37,game,/game/Mercenaries/
3928,Enslaved: Odyssey to the West,37,game,/game/Enslaved-Odyssey-to-the-West/
3929,Midnight Cinderella,37,game,/game/Midnight-Cinderella/
3930,Quest For Glory,37,game,/game/Quest-For-Glory/
3931,Jessica\'s Guide to Dating on the Dark Side,37,book,/book/Jessica-s-Guide-to-Dating-on-the-Dark-Side/
3932,Spy vs Spy,37,comic,/comic/Spy-vs-Spy/
3933,"PS, I Love You",37,book,/book/PS-I-Love-You/
3934,Psy-Changelings Series,37,book,/book/Psy-Changelings-Series/
3935,Judy Blume,37,book,/book/Judy-Blume/
3936,Aristotle and Dante Discover the Secrets of the Universe,37,book,/book/Aristotle-and-Dante-Discover-the-Secrets-of-the-Universe/
3937,Spooksville,37,book,/book/Spooksville/
3938,Goose Girl,37,book,/book/Goose-Girl/
3939,Immortals After Dark series,37,book,/book/Immortals-After-Dark-series/
3940,"Nevermore, Kelly Creagh",37,book,/book/Nevermore-Kelly-Creagh/
3941,Stardust,37,book,/book/Stardust/
3942,Sight,37,book,/book/Sight/
3943,Bonus Poetry/Bónus ljóð,37,book,/book/Bonus-Poetry-B%C3%B3nus-lj%C3%B3%C3%B0/
3944,Wild Child,37,movie,/movie/Wild-Child/
3945,Lethal Weapon,37,movie,/movie/Lethal-Weapon/
3946,Magical DoReMi,37,anime,/anime/Magical-DoReMi/
3947,Kocchi Muite! Miiko/こっちむいて!みい子,37,anime,/anime/Kocchi-Muite-Miiko-%E3%81%93%E3%81%A3%E3%81%A1%E3%82%80%E3%81%84%E3%81%A6-%E3%81%BF%E3%81%84%E5%AD%90/
3948,Minami-ke,37,anime,/anime/Minami-ke/
3949,Afterlife,36,tv,/tv/Afterlife/
3950,Descendants of the Sun/태양의 후예,36,tv,/tv/Descendants-of-the-Sun-%ED%83%9C%EC%96%91%EC%9D%98-%ED%9B%84%EC%98%88/
3951,Balthazar,36,tv,/tv/Balthazar/
3952,Spectacular!,36,movie,/movie/Spectacular/
3953,Casablanca,36,movie,/movie/Casablanca/
3954,Neverending Story,36,movie,/movie/Neverending-Story/
3955,Blades of Glory,36,movie,/movie/Blades-of-Glory/
3956,Craft,36,movie,/movie/Craft/
3957,Sinister,36,movie,/movie/Sinister/
3958,Alive,36,anime,/anime/Alive/
3959,Eloise at Christmastime/the Plaza,36,movie,/movie/Eloise-at-Christmastime-the-Plaza/
3960,Ocean\'s Eight,36,movie,/movie/Ocean-s-Eight/
3961,"True Grit, 2010",36,movie,/movie/True-Grit-2010/
3962,Hatfields & McCoys,36,tv,/tv/Hatfields-McCoys/
3963,Taken,36,tv,/tv/Taken/
3964,"Chase, 2010",36,tv,/tv/Chase-2010/
3965,Bad Education,36,tv,/tv/Bad-Education/
3966,Green Acres,36,tv,/tv/Green-Acres/
3967,Wings,36,tv,/tv/Wings/
3968,Hairspray,36,play,/play/Hairspray/
3969,Diadem,36,book,/book/Diadem/
3970,Ghostgirl series,36,book,/book/Ghostgirl-series/
3971,Cadfael,36,book,/book/Cadfael/
3972,Amelia Peabody Series,36,book,/book/Amelia-Peabody-Series/
3973,"Rapunzel, Rapunzel, Let Down Your Hair",36,book,/book/Rapunzel-Rapunzel-Let-Down-Your-Hair/
3974,Knight and Rogue series,36,book,/book/Knight-and-Rogue-series/
3975,Oliver Twist,36,book,/book/Oliver-Twist/
3976,Goof Troop,36,cartoon,/cartoon/Goof-Troop/
3977,Robot Chicken,36,cartoon,/cartoon/Robot-Chicken/
3978,The Prisoner,36,tv,/tv/The-Prisoner/
3979,Space Dandy/スペース☆ダンディ,36,anime,/anime/Space-Dandy-%E3%82%B9%E3%83%9A%E3%83%BC%E3%82%B9-%E3%83%80%E3%83%B3%E3%83%87%E3%82%A3/
3980,Canaanite Mythology,36,misc,/misc/Canaanite-Mythology/
3981,Saikano,36,anime,/anime/Saikano/
3982,Drifters/ドリフターズ,36,anime,/anime/Drifters-%E3%83%89%E3%83%AA%E3%83%95%E3%82%BF%E3%83%BC%E3%82%BA/
3983,Night Head Genesis/ナイトヘッドジェネシス,36,anime,/anime/Night-Head-Genesis-%E3%83%8A%E3%82%A4%E3%83%88%E3%83%98%E3%83%83%E3%83%89%E3%82%B8%E3%82%A7%E3%83%8D%E3%82%B7%E3%82%B9/
3984,Girl Friends/ガールフレンドス,36,anime,/anime/Girl-Friends-%E3%82%AC%E3%83%BC%E3%83%AB%E3%83%95%E3%83%AC%E3%83%B3%E3%83%89%E3%82%B9/
3985,Arifureta Shokugyou de Sekaisaikyou/ありふれた職業で世界最強,36,anime,/anime/Arifureta-Shokugyou-de-Sekaisaikyou-%E3%81%82%E3%82%8A%E3%81%B5%E3%82%8C%E3%81%9F%E8%81%B7%E6%A5%AD%E3%81%A7%E4%B8%96%E7%95%8C%E6%9C%80%E5%BC%B7/
3986,Chainsaw Man/チェンソーマン,36,anime,/anime/Chainsaw-Man-%E3%83%81%E3%82%A7%E3%83%B3%E3%82%BD%E3%83%BC%E3%83%9E%E3%83%B3/
3987,Gegege no Kitarou/ゲゲゲの鬼太郎,36,anime,/anime/Gegege-no-Kitarou-%E3%82%B2%E3%82%B2%E3%82%B2%E3%81%AE%E9%AC%BC%E5%A4%AA%E9%83%8E/
3988,Forrest Gump,36,movie,/movie/Forrest-Gump/
3989,Captain Marvel/Shazam,36,comic,/comic/Captain-Marvel-Shazam/
3990,Pumpkin Scissors/パンプキン・シザーズ,36,anime,/anime/Pumpkin-Scissors-%E3%83%91%E3%83%B3%E3%83%97%E3%82%AD%E3%83%B3-%E3%82%B7%E3%82%B6%E3%83%BC%E3%82%BA/
3991,Asura\'s Wrath,36,game,/game/Asura-s-Wrath/
3992,Azure Striker Gunvolt,36,game,/game/Azure-Striker-Gunvolt/
3993,Angelique,36,game,/game/Angelique/
3994,Mogeko Castle/プロシュット アドベンチャー,36,game,/game/Mogeko-Castle-%E3%83%97%E3%83%AD%E3%82%B7%E3%83%A5%E3%83%83%E3%83%88-%E3%82%A2%E3%83%89%E3%83%99%E3%83%B3%E3%83%81%E3%83%A3%E3%83%BC/
3995,Poptropica,36,game,/game/Poptropica/
3996,Killer 7,35,game,/game/Killer-7/
3997,Good Witch,35,tv,/tv/Good-Witch/
3998,Hiiro no Kakera/緋色の欠片,35,anime,/anime/Hiiro-no-Kakera-%E7%B7%8B%E8%89%B2%E3%81%AE%E6%AC%A0%E7%89%87/
3999,No Ordinary Family,35,tv,/tv/No-Ordinary-Family/
4000,Finding Carter,35,tv,/tv/Finding-Carter/
4001,Eyewitness,35,tv,/tv/Eyewitness/
4002,Promare/プロメア,35,anime,/anime/Promare-%E3%83%97%E3%83%AD%E3%83%A1%E3%82%A2/
4003,Boys,35,tv,/tv/Boys/
4004,Ocean Girl,35,tv,/tv/Ocean-Girl/
4005,War of the Worlds,35,tv,/tv/War-of-the-Worlds/
4006,Fargo,35,tv,/tv/Fargo/
4007,Nurse Jackie,35,tv,/tv/Nurse-Jackie/
4008,Latest Buzz,35,tv,/tv/Latest-Buzz/
4009,Kyoshiro to Towa no Sora,35,anime,/anime/Kyoshiro-to-Towa-no-Sora/
4010,Baby-Sitters Club,35,tv,/tv/Baby-Sitters-Club/
4011,Ghost Recon series,35,game,/game/Ghost-Recon-series/
4012,Arthur Christmas,35,movie,/movie/Arthur-Christmas/
4013,RF Online,35,game,/game/RF-Online/
4014,LittleBIGPlanet,35,game,/game/LittleBIGPlanet/
4015,Son of Batman,35,movie,/movie/Son-of-Batman/
4016,Chicken Little,35,movie,/movie/Chicken-Little/
4017,Boxtrolls,35,movie,/movie/Boxtrolls/
4018,My Girl,35,movie,/movie/My-Girl/
4019,Lawrence of Arabia,35,movie,/movie/Lawrence-of-Arabia/
4020,Tristan + Isolde,35,movie,/movie/Tristan-Isolde/
4021,Mr. & Mrs. Smith,35,movie,/movie/Mr-Mrs-Smith/
4022,Mysterious Cities Of Gold,35,anime,/anime/Mysterious-Cities-Of-Gold/
4023,Silver Linings Playbook,35,movie,/movie/Silver-Linings-Playbook/
4024,The Day The Earth Stood Still,35,movie,/movie/The-Day-The-Earth-Stood-Still/
4025,Dinosaur,35,movie,/movie/Dinosaur/
4026,Battleborn,35,game,/game/Battleborn/
4027,Seduce Me,35,game,/game/Seduce-Me/
4028,Seven Brides for Seven Brothers,35,play,/play/Seven-Brides-for-Seven-Brothers/
4029,Kingdom/キングダム,35,anime,/anime/Kingdom-%E3%82%AD%E3%83%B3%E3%82%B0%E3%83%80%E3%83%A0/
4030,Ga-Rei/喰霊,35,anime,/anime/Ga-Rei-%E5%96%B0%E9%9C%8A/
4031,Star Trek: Lower Decks,35,cartoon,/cartoon/Star-Trek-Lower-Decks/
4032,Exosquad,35,cartoon,/cartoon/Exosquad/
